,post_url,media_url,author,media_type,inferenceTime,object1,object2,object3,object4,object5
0,https://www.linkedin.com/feed/update/urn:li:activity:6777261193905102850/,https://media-exp3.licdn.com/dms/image/C4D22AQFuifp3gwSl6g/feedshare-shrink_800/0/1615824983330?e=1629331200&v=beta&t=eN5INxUGr_BFZfXNpS72StMkNM722hj3tgQ2yNfD-lM,Women in Cloud,Single image,1.2853236198425293,Computer monitor,Poster,Mobile phone,Book,Tree
0,https://www.linkedin.com/feed/update/urn:li:activity:6777409880190980096/,https://media-exp3.licdn.com/dms/image/C4E22AQG8KXgfC1sQ-w/feedshare-shrink_800/0/1615860432941?e=1629331200&v=beta&t=ojzNpA8jbuV_qewi0nsfppZfxxl7pqGJ7tdCzeh9B-8,Applaudo Studios,Single image,1.3151416778564453,Poster,Clothing,Person,Human face,Car
0,https://www.linkedin.com/feed/update/urn:li:activity:6774480638478307328/,https://media-exp3.licdn.com/dms/image/C5622AQGS7wKZ8Pa6gA/feedshare-shrink_2048_1536/0/1615162037579?e=1629331200&v=beta&t=V2ByWNDs2tuDc7aWxjVmC-RXJeTJApZox7N0gim8ecU,Susana Espinoza,Single image,0.7472095489501953,Glasses,Human face,Person,Girl,Woman
0,https://www.linkedin.com/feed/update/urn:li:activity:6775103515766394881/,https://media-exp3.licdn.com/dms/image/C4E22AQGyeIpcyCW8uA/feedshare-shrink_800/0/1615310552750?e=1629331200&v=beta&t=B0PT1ojzYTGKnM8PipJcBrmjkE725PNTTMs124uOuPI,Oscar Castillo Chedraui,Single image,1.27520751953125,Poster,Tree,Wheel,Vehicle,Airplane
0,https://www.linkedin.com/feed/update/urn:li:activity:6776220236925480960/,https://media-exp3.licdn.com/dms/image/C4E22AQELaUJ5EsH6rg/feedshare-shrink_800/0/1615576800158?e=1629331200&v=beta&t=tBHfw1jhpOuTWYZTM9Xi4dHmzHgZMjrvrgEEABoYlSo,Applaudo Studios,Single image,1.284292459487915,Poster,Box,Book,Clothing,Office supplies
0,https://www.linkedin.com/feed/update/urn:li:activity:6775460533354184704/,https://media-exp3.licdn.com/dms/image/C4E22AQE6XD8RQn8DKg/feedshare-shrink_800/0/1615395672465?e=1629331200&v=beta&t=5q9mF65LUwFxoB7Z_4G5SkqsI0gJ7SqcmbyzVaw1Idk,Applaudo Studios,Single image,0.7227728366851807,Poster,Clothing,Person,Human face,Wheel
0,https://www.linkedin.com/feed/update/urn:li:activity:6775222576965840896/,https://media-exp3.licdn.com/dms/image/C4E22AQH3JR3T8zaUEw/feedshare-shrink_800/0/1615338938628?e=1629331200&v=beta&t=cQJ4KyWCbgcx6ielM_VBdG--PDhNfzYO38ossl0oSBk,Applaudo Studios,Single image,1.0070066452026367,Mobile phone,Poster,Tablet computer,Computer monitor,Office supplies
0,https://www.linkedin.com/feed/update/urn:li:activity:6774843337905111040/,https://media-exp3.licdn.com/dms/image/C4E22AQFagsKuYO-fGQ/feedshare-shrink_800/0/1615248521773?e=1629331200&v=beta&t=sWCPEFRISnRno7z4V2nGHHvscFyUVvl9cyFwLb2Hh3w,Applaudo Studios,Single image,1.0081794261932373,Person,Poster,Clothing,Chair,Human face
0,https://www.linkedin.com/feed/update/urn:li:activity:6773706098290548736/,https://media-exp3.licdn.com/dms/image/C4E22AQH6b666otD_Eg/feedshare-shrink_800/0/1614977382602?e=1629331200&v=beta&t=NGUN0jZyc6xuXlKB5HgV4D6a4sQjDNuANDqGw_xhlOs,Applaudo Studios,Single image,1.4257984161376953,Human face,Poster,Woman,Person,Clothing
0,https://www.linkedin.com/feed/update/urn:li:activity:6773375140358103040/,https://media-exp3.licdn.com/dms/image/C4E22AQGXQ95lHZBFzA/feedshare-shrink_800/0/1614898475309?e=1629331200&v=beta&t=ZFPUeH6C6gKs4vAUBS_9sm5E7WBBRrMKOdfyj9KOIwQ,Applaudo Studios,Single image,1.3239789009094238,Human face,Woman,Clothing,Girl,Poster
0,https://www.linkedin.com/feed/update/urn:li:activity:6772688071377915904/,https://media-exp3.licdn.com/dms/image/C4E22AQHgKN_NqYib8g/feedshare-shrink_800/0/1614734666212?e=1629331200&v=beta&t=k3OqcAJyD4eyg4QqDsSno6vWN_fC3qmIZRRXOvg2qZ8,Applaudo Studios,Single image,1.1113405227661133,Computer monitor,Wheel,Desk,Car,Computer keyboard
0,https://www.linkedin.com/feed/update/urn:li:activity:6773277333123084288/,https://media-exp3.licdn.com/dms/image/C4E22AQGbh3ZlIM2Hog/feedshare-shrink_800/0/1614875157207?e=1629331200&v=beta&t=QcMubkJdk2uN_-Dq9O1JCabXwiFD_DpUKdpVC0ImsKY,Applaudo Studios,Single image,0.6703600883483887,Person,Poster,Footwear,Clothing,Human face
0,https://www.linkedin.com/feed/update/urn:li:activity:6772593263837900800/,https://media-exp3.licdn.com/dms/image/C5622AQEUZ1rLn-SX2A/feedshare-shrink_800/0/1614712062346?e=1629331200&v=beta&t=f-r33o6eG0GfYI3HBcifNOGDz1cb_zAlYPKmaVm0ANc,Aracely Ocón,Single image,1.2694323062896729,Person,Clothing,Poster,Human face,Man
0,https://www.linkedin.com/feed/update/urn:li:activity:6771121670703915008/,https://media-exp3.licdn.com/dms/image/C4E22AQFeX-VJMIaHmg/feedshare-shrink_800/0/1614361207114?e=1629331200&v=beta&t=5Uuih7v7t2LKzSZ5nxWjB82gt6P2mCgQRqsmIGtdbS0,Applaudo Studios,Single image,1.3368446826934814,Human face,Man,Shirt,Clothing,Human head
0,https://www.linkedin.com/feed/update/urn:li:activity:6771534774071803904/,https://media-exp3.licdn.com/dms/image/C4E22AQFbnB5bc8tR5w/feedshare-shrink_800/0/1614459697824?e=1629331200&v=beta&t=AZFFvEnadioT0n-GuRYz86ZPhKqjbGGzeNmywhOz55c,Applaudo Studios,Single image,0.6904091835021973,Computer monitor,Laptop,Television,Poster,Clothing
0,https://www.linkedin.com/feed/update/urn:li:activity:6771195751029620736/,https://media-exp3.licdn.com/dms/image/C4E22AQGxmA5aQ-pxOg/feedshare-shrink_800/0/1614378869308?e=1629331200&v=beta&t=YFzH8J1-Aa5eyq8bLPNbDpz8WmNRnsJuhgCZpx3D3pk,Applaudo Studios,Single image,0.6822714805603027,Laptop,Computer keyboard,Poster,Desk,Wheel
0,https://www.linkedin.com/feed/update/urn:li:activity:6770509992559685632/,https://media-exp3.licdn.com/dms/image/C4D22AQGt9IiT6RQ7pA/feedshare-shrink_800/0/1614215371861?e=1629331200&v=beta&t=pBJUlGcFfHS766szX0YJlb8GKj2zZ7NynX4UROgIDrY,Applaudo Studios,Single image,0.5993149280548096,Human face,Clothing,Woman,Girl,Human hair
0,https://www.linkedin.com/feed/update/urn:li:activity:6769762901285769216/,https://media-exp3.licdn.com/dms/image/C4E22AQGixmxXHDQKVA/feedshare-shrink_800/0/1614037250508?e=1629331200&v=beta&t=HltMxEkdR0GVihl0DU_vQML9dJMTsCDNDqaXlPA9fpM,Applaudo Studios,Single image,0.9675502777099609,Human face,Man,Clothing,Person,Poster
0,https://www.linkedin.com/feed/update/urn:li:activity:6770099105105534977/,https://media-exp3.licdn.com/dms/image/C4E22AQHIMi_1mzLngw/feedshare-shrink_800/0/1614117407842?e=1629331200&v=beta&t=MXavyRlQUCOXEtuVU7acKkHSOKUdaDSnrHWfoQnyJJw,Applaudo Studios,Single image,1.326603889465332,Poster,Street light,Clothing,Person,Book
0,https://www.linkedin.com/feed/update/urn:li:activity:6768275137939742720/,https://media-exp3.licdn.com/dms/image/C4E22AQExVKtUMUIBPQ/feedshare-shrink_800/0/1613682540055?e=1629331200&v=beta&t=9uQUhe477Pc22yec01oynE3exVbwoU5_IECqlNVZuYw,Applaudo Studios,Single image,1.0119190216064453,Poster,Mobile phone,Clothing,Book,Wheel
0,https://www.linkedin.com/feed/update/urn:li:activity:6768668961631481856/,https://media-exp3.licdn.com/dms/image/C4E22AQFjctfKON4Lqw/feedshare-shrink_800/0/1613776435919?e=1629331200&v=beta&t=cpOIe5pZQlwrdXU_2cmagEAzinQb6rtyfOgylkROFbs,Applaudo Studios,Single image,1.3532061576843262,Human face,Man,Clothing,Poster,Person
0,https://www.linkedin.com/feed/update/urn:li:activity:6768275320383574016/,https://media-exp3.licdn.com/dms/image/C4E22AQGqS9HsYM6zLw/feedshare-shrink_800/0/1613682583807?e=1629331200&v=beta&t=OCZ-cZQIII8y_bCPWchBFiaiu6eGtnCu7wpxnPZOzRs,Applaudo Studios,Single image,0.6997647285461426,Laptop,Computer keyboard,Clothing,Poster,Wheel
0,https://www.linkedin.com/feed/update/urn:li:activity:6768275011485646848/,https://media-exp3.licdn.com/dms/image/C4E22AQHaU0DaJqca2g/feedshare-shrink_800/0/1613682510694?e=1629331200&v=beta&t=CXbH5iaepIugGEaYCrCME__eI_wcirQZGy5aeB3E2SY,Applaudo Studios,Single image,1.3597137928009033,Mobile phone,Poster,Wheel,Tree,Person
0,https://www.linkedin.com/feed/update/urn:li:activity:6768275208202698752/,https://media-exp3.licdn.com/dms/image/C4E22AQHKy-BqJ0rFDg/feedshare-shrink_800/0/1613682556846?e=1629331200&v=beta&t=WypB0TT87NtcqQtoE9AAlCPUhvx7-2MzIIi9w42N3PM,Applaudo Studios,Single image,0.9944417476654053,Mobile phone,Poster,Book,Traffic sign,Office supplies
0,https://www.linkedin.com/feed/update/urn:li:activity:6768275077961175040/,https://media-exp3.licdn.com/dms/image/C4E22AQE1vTUw4a8Zng/feedshare-shrink_800/0/1613682526385?e=1629331200&v=beta&t=d4OYaS4NBmQiI4iOeE1mNBvGUUhBZMNPnBMaJDoAKrc,Applaudo Studios,Single image,0.6813411712646484,Mobile phone,Poster,Wheel,Office supplies,Ipod
0,https://www.linkedin.com/feed/update/urn:li:activity:6767141328745758720/,https://media-exp3.licdn.com/dms/image/C4E22AQH4DpsfuUA0Gw/feedshare-shrink_800/0/1613412219486?e=1629331200&v=beta&t=dlQQ6L6viav9IgIjzyjWgn55xJlq4kSGM259J83YRjc,Applaudo Studios,Single image,1.1488182544708252,Man,Human face,Clothing,Person,Poster
0,https://www.linkedin.com/feed/update/urn:li:activity:6765077290238980096/,https://media-exp3.licdn.com/dms/image/C4E22AQE_DGzXQQbUig/feedshare-shrink_800/0/1612920114306?e=1629331200&v=beta&t=XhaCKmtVtP2LCudljNeMxPEX9BA6Gp8iBRiBiBj3LGI,Applaudo Studios,Single image,0.6985816955566406,Computer monitor,Desk,Laptop,Office building,Computer keyboard
0,https://www.linkedin.com/feed/update/urn:li:activity:6765439367289827328/,https://media-exp3.licdn.com/dms/image/C4D22AQHHcjYCnMULVw/feedshare-shrink_800/0/1613006440576?e=1629331200&v=beta&t=WAupNK_GSc6llRnzUjKD0uxnMfy3aBDphjfc4FpmbD0,Applaudo Studios,Single image,0.713634729385376,Human face,Man,Clothing,Glasses,Person
0,https://www.linkedin.com/feed/update/urn:li:activity:6762854353956020224/,https://media-exp3.licdn.com/dms/image/C4D22AQGHOeKYuwdHuw/feedshare-shrink_800/0/1612390124493?e=1629331200&v=beta&t=Jw8PvBp9GPdJcQp4F3cyDpU8lbgUDOtD8Hk3YQPAjcw,Katina Kenyon,Single image,1.8080894947052002,Bottle,Drink,Flower,Tin can,Plant
0,https://www.linkedin.com/feed/update/urn:li:activity:6764563875707842562/,https://media-exp3.licdn.com/dms/image/C4E22AQG5CDTQxnPoog/feedshare-shrink_800/0/1612797706467?e=1629331200&v=beta&t=WcW9yldW8dWT4TdQ-kqPsKSSZCpUiKYRb0QPJcaLJ8w,Applaudo Studios,Single image,0.6664347648620605,Poster,Mobile phone,Computer monitor,Picture frame,Office supplies
0,https://www.linkedin.com/feed/update/urn:li:activity:6764711462414934016/,https://media-exp3.licdn.com/dms/image/C4E22AQFqa1PgPHcMmA/feedshare-shrink_800/0/1612832894279?e=1629331200&v=beta&t=BObXUanLXREyoZ4P3xNYupP3izFdxzzOhx1encoBo2M,Applaudo Studios,Single image,0.6511571407318115,Mobile phone,Clothing,Wheel,Ipod,Laptop
0,https://www.linkedin.com/feed/update/urn:li:activity:6762908613456527360/,https://media-exp3.licdn.com/dms/image/C4E22AQEITQ75lUUySA/feedshare-shrink_800/0/1612403061019?e=1629331200&v=beta&t=qHQ54htgPGgCnEbq6hfEpcSxHdC93T8B15k53KBDJ1o,Applaudo Studios,Single image,0.5459296703338623,Poster,Traffic sign,Clothing,Wheel,Window
0,https://www.linkedin.com/feed/update/urn:li:activity:6761455244091248640/,https://media-exp3.licdn.com/dms/image/C5622AQFvmOINp77ATA/feedshare-shrink_2048_1536/0/1612056545279?e=1629331200&v=beta&t=IwJ83fgEZdFEQWuLEMMEzoXNmRWyo9_F92qNc5qTsCk,Oscar Castillo Chedraui,Single image,1.3373751640319824,Poster,Tree,Mobile phone,Computer monitor,Wheel
0,https://www.linkedin.com/feed/update/urn:li:activity:6763610863103479808/,https://media-exp3.licdn.com/dms/image/C4E22AQHobGO-1anQEQ/feedshare-shrink_800/0/1612570491061?e=1629331200&v=beta&t=uHwrGTxVoSTL1pFtcJ-iy4_rQSVL10o-jRkdGIbX9JY,Applaudo Studios,Single image,0.7276914119720459,Mobile phone,Laptop,Poster,Pen,Office supplies
0,https://www.linkedin.com/feed/update/urn:li:activity:6762106384302563328/,https://media-exp3.licdn.com/dms/image/C4E22AQFjUhGM9ooh8g/feedshare-shrink_800/0/1612211794786?e=1629331200&v=beta&t=MfMhdcMZcfu2yyPnQmV7bJ7AZXTaH9_iqCNMGpT8nv0,Applaudo Studios,Single image,1.2836909294128418,Mobile phone,Ipod,Poster,Clothing,Wheel
0,https://www.linkedin.com/feed/update/urn:li:activity:6759956606768738304/,https://media-exp3.licdn.com/dms/image/C4E22AQGEWavYz6xTjg/feedshare-shrink_800/0/1611699247619?e=1629331200&v=beta&t=jWXr-KjODHBADkmoKdgwjk7DN34hbjQjuFHCW_NKekk,Applaudo Studios,Single image,1.3396375179290771,Human face,Person,Mobile phone,Clothing,Man
0,https://www.linkedin.com/feed/update/urn:li:activity:6759582239056629760/,https://media-exp3.licdn.com/dms/image/C5622AQE2vXrq-TDWYA/feedshare-shrink_800/0/1611609991497?e=1629331200&v=beta&t=Shtudr4lswIR_KVsiUH4-x_W9jW49Ni5XsAQLloxybA,César Retana,Single image,0.7911813259124756,Picture frame,Poster,Human face,Clothing,Person
0,https://www.linkedin.com/feed/update/urn:li:activity:6758433649777016834/,https://media-exp3.licdn.com/dms/image/C4E22AQFOSI9syMRx8A/feedshare-shrink_800/0/1611336147339?e=1629331200&v=beta&t=GC7kb8my1vE0v4ph5Ef9iAvxnd3q-na8H3-4pnzzdII,Applaudo Studios,Single image,1.279829740524292,Laptop,Computer monitor,Computer keyboard,Poster,Clothing
0,https://www.linkedin.com/feed/update/urn:li:activity:6759636335339876353/,https://media-exp3.licdn.com/dms/image/C4E22AQHv76vMEcbN8w/feedshare-shrink_800/0/1611622889774?e=1629331200&v=beta&t=v3MO2kzoFLj4lvdz1OXBMJwArFAyW3gKajqg6pDxQv4,Applaudo Studios,Single image,0.7781963348388672,Human face,Woman,Clothing,Girl,Human eye
0,https://www.linkedin.com/feed/update/urn:li:activity:6757405578252845056/,https://media-exp3.licdn.com/dms/image/C4D22AQH7AuLdHe4h0A/feedshare-shrink_800/0/1611091035916?e=1629331200&v=beta&t=QqdjoMGY6ViFpQk2SZydPdWmrU5DiMPNwWMHuh7IsDU,Applaudo Studios,Single image,1.4141013622283936,Human face,Woman,Clothing,Glasses,Man
0,https://www.linkedin.com/feed/update/urn:li:activity:6757705850892165120/,https://media-exp3.licdn.com/dms/image/C4E22AQHK4235C8NOwA/feedshare-shrink_800/0/1611162625531?e=1629331200&v=beta&t=sOsBFjV__eIauMTA9DyJCtHHwjq075vixhVYia1Ko-U,Applaudo Studios,Single image,1.4347314834594727,Man,Human face,Clothing,Human eye,Human hair
0,https://www.linkedin.com/feed/update/urn:li:activity:6757102459677663234/,https://media-exp3.licdn.com/dms/image/C4E22AQFjfzjybJ8t1g/feedshare-shrink_800/0/1611018766015?e=1629331200&v=beta&t=6ss8Mbl5qUZX-nf4clIsbsJad2eZYI8QGS-MHvDRcdw,Applaudo Studios,Single image,1.3565471172332764,Human face,Woman,Girl,Clothing,Human eye
0,https://www.linkedin.com/feed/update/urn:li:activity:6755982448686886912/,https://media-exp3.licdn.com/dms/image/C4E22AQFiUBvZtSYnIw/feedshare-shrink_800/0/1610751735207?e=1629331200&v=beta&t=PHzjhChkjxobH-HwWkqG2gjpP772lSQDail3moI7s1M,Applaudo Studios,Single image,1.3361201286315918,Mobile phone,Laptop,Tablet computer,Clothing,Computer keyboard
0,https://www.linkedin.com/feed/update/urn:li:activity:6755534132408852480/,https://media-exp3.licdn.com/dms/image/C4E22AQHC3Yx8dTowsw/feedshare-shrink_800/0/1610644848300?e=1629331200&v=beta&t=ABKuVNXqyaVIcBW8mmPgy8s_FtamH87Dkl5bfHeielY,Applaudo Studios,Single image,1.3686268329620361,Human face,Woman,Clothing,Human head,Human eye
0,https://www.linkedin.com/feed/update/urn:li:activity:6755887968914870272/,https://media-exp3.licdn.com/dms/image/C4E22AQE-XBOkR_NUvg/feedshare-shrink_800/0/1610729209464?e=1629331200&v=beta&t=zc0Q4_52bQP1LKx89YKTWXJBJgAQPVi48TKbYGY_tGw,Applaudo Studios,Single image,1.344728708267212,Laptop,Mobile phone,Computer monitor,Tablet computer,Window
0,https://www.linkedin.com/feed/update/urn:li:activity:6755288666878316544/,https://media-exp3.licdn.com/dms/image/C4D22AQEWaWdnSyKiZg/feedshare-shrink_800/0/1610586324792?e=1629331200&v=beta&t=3Ac38qAL4RjWHKKJjqX3FMwqD8JiK1IYx1QcFvgrzBA,Applaudo Studios,Single image,0.800703763961792,Human face,Woman,Clothing,Man,Human hair
0,https://www.linkedin.com/feed/update/urn:li:activity:6755247052659200000/,https://media-exp3.licdn.com/dms/image/C4E22AQEqrNWoRpLI_A/feedshare-shrink_800/0/1610576402913?e=1629331200&v=beta&t=NCOpY5qaHVR28n5GVA1wRB8fXVQDTICd9kqbM2ZjF8Y,Applaudo Studios,Single image,0.7401742935180664,Human face,Woman,Clothing,Girl,Human eye
0,https://www.linkedin.com/feed/update/urn:li:activity:6754565033285480448/,https://media-exp3.licdn.com/dms/image/C4E22AQHJX0tmq1A7Lw/feedshare-shrink_800/0/1610413797115?e=1629331200&v=beta&t=wOoE5JZseAVuhpLvfbwOnS5UpVLeeqwBYBbRxS_Gf48,Applaudo Studios,Single image,1.3005292415618896,Poster,Clothing,Person,Human face,Car
0,https://www.linkedin.com/feed/update/urn:li:activity:6753385420500852736/,https://media-exp3.licdn.com/dms/image/C4E22AQEL7Mi4NA8w1g/feedshare-shrink_800/0/1610132555407?e=1629331200&v=beta&t=dYYKGuI0nKfdgN3MritfxPvi6bLPStQzSEKjMTVyNio,Applaudo Studios,Single image,0.6521933078765869,Human face,Woman,Clothing,Girl,Human nose
0,https://www.linkedin.com/feed/update/urn:li:activity:6753415208426909696/,https://media-exp3.licdn.com/dms/image/C4E22AQHrePNY80DL0g/feedshare-shrink_800/0/1610139657130?e=1629331200&v=beta&t=BiDIn6EKy2INVdGUBzUZHWFquXEF2wH0GlJyqlUZkTY,Applaudo Studios,Single image,1.3588378429412842,Clothing,Person,Poster,Human face,Man
0,https://www.linkedin.com/feed/update/urn:li:activity:6752390353262850048/,https://media-exp3.licdn.com/dms/image/C4E22AQEn2zoiMHMOvg/feedshare-shrink_800/0/1609895312970?e=1629331200&v=beta&t=gmH40K5ke1-wl8mQcIj0qoldJ_7jHYldBmnvZjwk31U,Applaudo Studios,Single image,0.7656550407409668,Human face,Woman,Clothing,Human mouth,Poster
0,https://www.linkedin.com/feed/update/urn:li:activity:6752753763360014336/,https://media-exp3.licdn.com/dms/image/C4E22AQGFYgRNM0oQjQ/feedshare-shrink_800/0/1609981956758?e=1629331200&v=beta&t=azXDPk_LtMny35aMkAVtTF28ojjMI5vgyVINuTj7lk8,Applaudo Studios,Single image,1.3550207614898682,Poster,Street light,Clothing,Person,Window
0,https://www.linkedin.com/feed/update/urn:li:activity:6749333216676638720/,https://media-exp3.licdn.com/dms/image/C4E22AQEU8tvtMgMbvw/feedshare-shrink_800/0/1609166434682?e=1629331200&v=beta&t=xh2a7z6XY-uA1m7WH5dIHvmBEJp2rYSVC7w3hzrZHRE,Applaudo Studios,Single image,1.2878715991973877,Laptop,Computer keyboard,Mobile phone,Clothing,Poster
0,https://www.linkedin.com/feed/update/urn:li:activity:6747683779252420608/,https://media-exp3.licdn.com/dms/image/C4E22AQExF_Vd9jexNA/feedshare-shrink_800/0/1608773178309?e=1629331200&v=beta&t=HqLrpPJP9VMasqtFaBK-glUkkImZmF9SJCHOJ3D2hRM,Applaudo Studios,Single image,1.35026216506958,Person,Man,Clothing,Poster,Human face
0,https://www.linkedin.com/feed/update/urn:li:activity:6747636871611977728/,https://media-exp3.licdn.com/dms/image/C5622AQFvJxIteq7BJg/feedshare-shrink_800/0/1608761993978?e=1629331200&v=beta&t=olphG7aujsih5HAsyyGd7FNywr5019O2Ic3z24631U0,Tatiana Barrios,Single image,0.9910116195678711,Poster,Tree,Coin,Book,Skyscraper
0,https://www.linkedin.com/feed/update/urn:li:activity:6745437407161794560/,https://media-exp3.licdn.com/dms/image/C5622AQGJsHsI2kSwOA/feedshare-shrink_800/0/1608237600590?e=1629331200&v=beta&t=utmdIT589ZNZ0-KRcnRTf6QnWAmCUbmmwVX2A8RscF8,César Retana,Single image,1.413224697113037,Picture frame,Poster,Clothing,Human face,Land vehicle
0,https://www.linkedin.com/feed/update/urn:li:activity:6747623599420583937/,https://media-exp3.licdn.com/dms/image/C4E22AQEIe8eJ7FfJEg/feedshare-shrink_800/0/1608758829825?e=1629331200&v=beta&t=MbU6AAKSD204q4rcrwMK_OXcgo1E2MxqUd9uyU4Obn4,Carmen Escobar,Single image,1.3097314834594727,Poster,Tree,Clothing,Book,Coin
0,https://www.linkedin.com/feed/update/urn:li:activity:6746793037998960640/,https://media-exp3.licdn.com/dms/image/C4E22AQHjq0BPZlnRzQ/feedshare-shrink_800/0/1608560808938?e=1629331200&v=beta&t=KgUiXUmbkSdux1Zcq14UvwQEI_uF5mrjKRU46S6k_6E,Applaudo Studios,Single image,0.7751710414886475,Laptop,Computer keyboard,Clothing,Window,Poster
0,https://www.linkedin.com/feed/update/urn:li:activity:6745738596831047680/,https://media-exp3.licdn.com/dms/image/C4E22AQElb3xBij76ww/feedshare-shrink_800/0/1608309410108?e=1629331200&v=beta&t=rfGebFgdAZWZ2B36DlbmeHqZSrDvT3zk8ef2_gFxVTw,Applaudo Studios,Single image,0.8151557445526123,Laptop,Table,Tree,Computer monitor,Desk
0,https://www.linkedin.com/feed/update/urn:li:activity:6745141689356226560/,https://media-exp3.licdn.com/dms/image/C4E22AQHkNQ4nNSQ-OQ/feedshare-shrink_800/0/1608167096912?e=1629331200&v=beta&t=zYAxbMc19Lh9evG6IUI43V74lviz1TwUPWwHdNhAwXg,Applaudo Studios,Single image,0.6650514602661133,Human face,Woman,Clothing,Chair,Man
0,https://www.linkedin.com/feed/update/urn:li:activity:6744718389098426368/,https://media-exp3.licdn.com/dms/image/C4E22AQHGAUSCR38HYw/feedshare-shrink_800/0/1608066174334?e=1629331200&v=beta&t=q66zSk4zeP2nwc4aiicTCbER83gNevSPyXBXAXcnbPk,Applaudo Studios,Single image,1.3385937213897705,Laptop,Camera,Office supplies,Computer keyboard,Mobile phone
0,https://www.linkedin.com/feed/update/urn:li:activity:6741765497823518720/,https://media-exp3.licdn.com/dms/image/C4E22AQFP22x6iNYA0w/feedshare-shrink_800/0/1607362149394?e=1629331200&v=beta&t=1WYTCleSLrM4nPoR1AI4FpupqLTCXcJNHtWQ1dqlD8w,Andrea Cuellar,Single image,1.4636814594268799,Woman,Man,Human face,Footwear,Clothing
0,https://www.linkedin.com/feed/update/urn:li:activity:6744415443122999296/,https://media-exp3.licdn.com/dms/image/C4E22AQHBQ37cmQ4RTA/feedshare-shrink_800/0/1607993945505?e=1629331200&v=beta&t=TQnu96f1yZDgkrsC9z-WfkF6s-o1NVGl6-iCk49A9E8,Applaudo Studios,Single image,1.2824275493621826,Human face,Woman,Clothing,Girl,Poster
0,https://www.linkedin.com/feed/update/urn:li:activity:6739702259799650304/,https://media-exp3.licdn.com/dms/image/C4E22AQGZ44DvagU-sA/feedshare-shrink_800/0/1606870234815?e=1629331200&v=beta&t=Pl7rUdo1vs9R59BTkxq0wEOWLPsURv_KcYmefR3snwY,Applaudo Studios,Single image,1.366797924041748,Man,Clothing,Human face,Person,Tree
0,https://www.linkedin.com/feed/update/urn:li:activity:6743176299814170624/,https://media-exp3.licdn.com/dms/image/C4E22AQEK01CeOLzLfg/feedshare-shrink_800/0/1607698511453?e=1629331200&v=beta&t=ZVaiTQjjqyE_QzzPfQdXMM8uMdlqopDyFWFOb1myArU,Applaudo Studios,Single image,0.6796426773071289,Laptop,Computer keyboard,Desk,Window,Poster
0,https://www.linkedin.com/feed/update/urn:li:activity:6741862348472029184/,https://media-exp3.licdn.com/dms/image/C4E22AQGb0ODtv1CUNg/feedshare-shrink_800/0/1607385241185?e=1629331200&v=beta&t=_a9F4d7lI3QRk_JGPj4KT1lZN7KEgP3ahpqB2uEjpq0,Applaudo Studios,Single image,0.6178326606750488,Poster,Toy,Camera,Clothing,Wheel
0,https://www.linkedin.com/feed/update/urn:li:activity:6740705964632154112/,https://media-exp3.licdn.com/dms/image/C4E22AQGyXwjwSmTzFQ/feedshare-shrink_800/0/1607109537059?e=1629331200&v=beta&t=2I2APMNLgJ_DncN0XE9EYrxhMlQRx7uPfJ7BlHDf7ho,Applaudo Studios,Single image,1.4011645317077637,Human face,Woman,Clothing,Person,Girl
0,https://www.linkedin.com/feed/update/urn:li:activity:6740412933207035904/,https://media-exp3.licdn.com/dms/image/C4D22AQHv7rKsbh-y4g/feedshare-shrink_800/0/1607039673751?e=1629331200&v=beta&t=cVpi8msCtuN8hcUxcIRRprfKfGNxaT907DYY5gFZv2c,Applaudo Studios,Single image,1.3172955513000488,Laptop,Office supplies,Window,Poster,Clothing
0,https://www.linkedin.com/feed/update/urn:li:activity:6739941198158471168/,https://media-exp3.licdn.com/dms/image/C4E22AQF6-Y5kkvMxRA/feedshare-shrink_800/0/1606927203192?e=1629331200&v=beta&t=KNfWFoFeeE7cVHQjNTbaGMltWcqELdwh3xVfzEwbzoI,Applaudo Studios,Single image,0.7930057048797607,Human face,Man,Clothing,Glasses,Human hair
0,https://www.linkedin.com/feed/update/urn:li:activity:6739318892528775168/,https://media-exp3.licdn.com/dms/image/C4E22AQHSoInrobNVng/feedshare-shrink_800/0/1606778833931?e=1629331200&v=beta&t=prnlfJSo2_ARwxTyNySY-KYpmjqpXK6on6cLrgJx-1o,Applaudo Studios,Single image,0.7036986351013184,Laptop,Mobile phone,Computer monitor,Clothing,Poster
